ds,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),t,rh,ah,yhat,yhat_lower,yhat_upper
12/31/2004 20:00,-200,962,-200,5.3,780,-200,919,-200,909,884,9.6,32.3,0.387,55.46,39.34,70.06
12/31/2004 21:00,-200,974,-200,5.5,790,-200,915,-200,895,951,9.1,32.5,0.377,57.76,42.88,72.80
12/31/2004 22:00,-200,1055,-200,5.6,791,-200,845,-200,936,1195,9.1,37.2,0.431,59.36,43.86,75.52
12/31/2004 23:00,-200,1003,-200,4.6,744,-200,882,-200,899,1138,7.8,38.4,0.409,60.75,44.84,75.29
1/1/2005 0:00,-200,1046,-200,4.2,724,-200,848,-200,898,1201,8.2,40.1,0.438,62.23,46.12,78.27
1/1/2005 1:00,1.6,1275,-200,8.8,930,215,649,106,1024,1617,5.3,50.7,0.456,63.67,47.49,80.02
1/1/2005 2:00,2.5,1173,-200,7.5,878,300,738,129,1002,1355,5.9,50,0.469,64.81,48.96,81.77
1/1/2005 3:00,2.7,1163,-200,7.6,881,-200,748,-200,1001,1296,4.9,53.9,0.469,65.66,50.99,81.73
1/1/2005 4:00,1.9,1054,-200,5.6,791,253,830,126,967,1131,4.3,55.3,0.465,66.52,50.86,82.85
1/1/2005 5:00,1.4,1004,-200,4.8,753,181,879,106,942,1036,4.2,57.1,0.476,67.48,51.28,82.68
1/1/2005 6:00,1.5,1001,-200,5.3,777,171,859,99,954,1009,3.5,58.3,0.464,68.00,53.13,83.56
1/1/2005 7:00,1.4,974,-200,4.5,736,168,888,97,945,966,3,60.7,0.467,67.08,51.07,84.05
1/1/2005 8:00,1.1,915,-200,3,653,169,973,94,905,901,2.6,63.2,0.472,63.96,48.07,79.31
1/1/2005 9:00,1,939,-200,3,649,145,996,86,897,879,3.9,59,0.481,58.90,44.09,73.65
1/1/2005 10:00,1.2,973,-200,4.7,748,190,878,97,968,991,4.7,57.2,0.493,53.22,38.30,67.78
1/1/2005 11:00,1.7,1011,-200,5.4,782,225,846,113,992,1019,6.8,48.6,0.482,48.47,33.22,62.65
1/1/2005 12:00,2.3,1097,-200,7.4,875,261,778,125,1080,1151,8.6,43.6,0.489,45.48,29.81,61.68
1/1/2005 13:00,2.2,1149,-200,8.4,914,382,742,147,1072,1242,9.5,41.2,0.491,44.04,29.51,59.54
1/1/2005 14:00,2.4,1117,-200,8.9,934,357,721,153,1075,1206,10.9,35.9,0.468,43.41,27.93,58.75
1/1/2005 15:00,2.2,1085,-200,7.9,896,299,760,147,1049,1138,12.5,32.3,0.467,43.16,28.14,59.57
1/1/2005 16:00,2.1,1102,-200,7.7,885,313,772,139,1051,1142,12.8,32.6,0.481,43.54,28.08,58.73
1/1/2005 17:00,3,1281,-200,12.1,1053,510,659,165,1192,1438,10.9,39.7,0.517,45.07,28.75,60.97
1/1/2005 18:00,4.7,1472,-200,16.6,1198,832,555,191,1344,1735,9,51.8,0.596,47.87,31.72,65.04
1/1/2005 19:00,3.6,1328,-200,11.4,1029,622,637,172,1188,1611,8.1,54.1,0.588,51.34,34.58,67.05
1/1/2005 20:00,2.5,1198,-200,7.9,897,402,720,151,1072,1436,7.8,54.6,0.579,54.55,38.82,70.86
1/1/2005 21:00,2.3,1176,-200,8.1,905,334,718,137,1104,1389,6.2,59.6,0.570,56.95,41.49,71.76
1/1/2005 22:00,2.1,1118,-200,6.4,830,295,765,130,1058,1313,5.7,59.9,0.552,58.64,43.13,73.64
1/1/2005 23:00,1.7,1091,-200,5.2,773,222,820,115,1003,1232,5.6,59.7,0.546,60.13,43.00,75.46
1/2/2005 0:00,1.8,1078,-200,5.2,775,230,809,112,1012,1195,4.7,62.9,0.542,61.70,45.97,75.77
1/2/2005 1:00,1.6,1043,-200,4.3,726,195,875,105,972,1107,4.5,63.5,0.541,63.24,48.13,77.48
1/2/2005 2:00,1.3,992,-200,3.6,685,167,916,96,963,1035,4.5,63.6,0.541,64.47,49.78,80.97
1/2/2005 3:00,1.3,1004,-200,4.5,739,-200,868,-200,1004,1030,3.1,70,0.539,65.42,49.73,81.43
1/2/2005 4:00,1.3,947,-200,3.3,673,148,929,87,974,929,3.2,68.3,0.531,66.36,51.70,82.38
1/2/2005 5:00,1.1,923,-200,2.7,634,123,984,75,943,875,3.1,69.2,0.534,67.39,52.13,82.30
1/2/2005 6:00,1,911,-200,2.4,613,148,992,82,934,861,2.4,71.9,0.529,67.99,50.88,83.35
1/2/2005 7:00,1,924,-200,2.6,629,143,994,83,941,852,3.1,68.7,0.532,67.13,51.03,81.91
1/2/2005 8:00,1.2,954,-200,3.4,674,180,940,88,981,891,2.1,73.1,0.529,64.06,48.71,80.03
1/2/2005 9:00,1.3,960,-200,3.9,704,226,887,106,1003,947,3.3,68.2,0.535,59.04,44.48,74.44
1/2/2005 10:00,1.6,1016,-200,4.9,760,254,835,112,1044,1016,4.1,65.8,0.545,53.39,38.23,68.42
1/2/2005 11:00,2.2,1139,-200,7.5,879,372,753,141,1092,1201,6.6,56.6,0.553,48.66,33.70,64.85
1/2/2005 12:00,2.2,1130,-200,7.1,860,379,752,148,1058,1218,8,51.2,0.552,45.68,30.26,60.76
1/2/2005 13:00,2.8,1237,-200,9.6,962,478,685,171,1138,1385,10.3,44.9,0.561,44.23,28.63,60.11
1/2/2005 14:00,2.1,1159,-200,6.5,837,344,742,160,1087,1311,12.3,41.7,0.596,43.59,27.98,58.47
1/2/2005 15:00,1.6,1124,-200,5.5,790,258,791,137,1071,1206,13.5,41.3,0.634,43.31,27.99,59.01
1/2/2005 16:00,2.8,1312,-200,10.5,998,474,640,167,1249,1473,13.4,43.1,0.660,43.64,27.30,59.04
1/2/2005 17:00,2.6,1246,-200,8.9,936,438,665,164,1182,1460,9.9,53.3,0.650,45.12,27.95,60.22
1/2/2005 18:00,2.8,1232,-200,8.8,931,451,674,166,1171,1627,8.9,54.6,0.623,47.86,31.69,64.03
1/2/2005 19:00,2.9,1286,-200,10.5,996,473,644,167,1217,1827,8.9,54.8,0.624,51.26,35.60,66.88
1/2/2005 20:00,3.4,1347,-200,13,1084,560,582,174,1290,2004,8.3,58.2,0.639,54.39,39.54,70.64
1/2/2005 21:00,2.9,-200,-200,-200,-200,470,-200,160,-200,-200,-200,-200,-200.000,56.69,39.92,71.74
1/2/2005 22:00,3.2,-200,-200,-200,-200,506,-200,169,-200,-200,-200,-200,-200.000,58.29,43.09,74.56
1/2/2005 23:00,3.1,-200,-200,-200,-200,482,-200,162,-200,-200,-200,-200,-200.000,59.67,45.06,74.88
1/3/2005 0:00,3,-200,-200,-200,-200,436,-200,149,-200,-200,-200,-200,-200.000,61.13,45.82,76.93
1/3/2005 1:00,3.4,-200,-200,-200,-200,472,-200,158,-200,-200,-200,-200,-200.000,62.56,46.96,77.57
1/3/2005 2:00,3,-200,-200,-200,-200,379,-200,143,-200,-200,-200,-200,-200.000,63.68,48.09,78.08
1/3/2005 3:00,2.7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200.000,64.51,49.58,80.23
1/3/2005 4:00,-200,-200,-200,-200,-200,286,-200,121,-200,-200,-200,-200,-200.000,65.34,49.73,79.79
1/3/2005 5:00,1.1,-200,-200,-200,-200,155,-200,92,-200,-200,-200,-200,-200.000,66.27,50.76,81.83
1/3/2005 6:00,1.4,-200,-200,-200,-200,264,-200,102,-200,-200,-200,-200,-200.000,66.76,50.36,81.44
1/3/2005 7:00,1.8,-200,-200,-200,-200,366,-200,121,-200,-200,-200,-200,-200.000,65.79,49.99,81.95
1/3/2005 8:00,3.6,-200,-200,-200,-200,622,-200,164,-200,-200,-200,-200,-200.000,62.63,47.16,77.96
1/3/2005 9:00,3.1,-200,-200,-200,-200,551,-200,175,-200,-200,-200,-200,-200.000,57.54,42.28,73.26
1/3/2005 10:00,1.9,-200,-200,-200,-200,349,-200,130,-200,-200,-200,-200,-200.000,51.81,35.93,67.72
1/3/2005 11:00,1.7,-200,-200,-200,-200,285,-200,117,-200,-200,-200,-200,-200.000,47.02,30.94,61.44
1/3/2005 12:00,1.7,-200,-200,-200,-200,265,-200,115,-200,-200,-200,-200,-200.000,43.99,28.70,59.67
1/3/2005 13:00,1.6,-200,-200,-200,-200,222,-200,106,-200,-200,-200,-200,-200.000,42.51,27.19,57.47
1/3/2005 14:00,1.6,-200,-200,-200,-200,237,-200,102,-200,-200,-200,-200,-200.000,41.84,25.59,56.55
1/3/2005 15:00,1.7,-200,-200,-200,-200,294,-200,122,-200,-200,-200,-200,-200.000,41.55,27.07,57.34
1/3/2005 16:00,2.2,-200,-200,-200,-200,329,-200,138,-200,-200,-200,-200,-200.000,41.89,26.09,56.90
1/3/2005 17:00,3.3,-200,-200,-200,-200,487,-200,162,-200,-200,-200,-200,-200.000,43.40,27.74,58.95
1/3/2005 18:00,3.9,-200,-200,-200,-200,604,-200,177,-200,-200,-200,-200,-200.000,46.18,31.04,61.80
1/3/2005 19:00,5,-200,-200,-200,-200,728,-200,190,-200,-200,-200,-200,-200.000,49.63,34.40,64.57
1/3/2005 20:00,4.2,-200,-200,-200,-200,653,-200,182,-200,-200,-200,-200,-200.000,52.83,38.96,68.77
1/3/2005 21:00,3.2,-200,-200,-200,-200,509,-200,163,-200,-200,-200,-200,-200.000,55.22,39.87,70.09
1/3/2005 22:00,1.7,-200,-200,-200,-200,277,-200,135,-200,-200,-200,-200,-200.000,56.92,42.31,73.20
1/3/2005 23:00,1.5,-200,-200,-200,-200,268,-200,130,-200,-200,-200,-200,-200.000,58.41,41.01,73.31
1/4/2005 0:00,1.3,-200,-200,-200,-200,193,-200,117,-200,-200,-200,-200,-200.000,60.00,44.28,76.27
1/4/2005 1:00,1.2,-200,-200,-200,-200,167,-200,104,-200,-200,-200,-200,-200.000,61.57,44.58,76.72
1/4/2005 2:00,1.3,-200,-200,-200,-200,159,-200,97,-200,-200,-200,-200,-200.000,62.84,46.90,79.37
1/4/2005 3:00,0.8,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200.000,63.83,48.99,80.16
1/4/2005 4:00,0.6,-200,-200,-200,-200,89,-200,72,-200,-200,-200,-200,-200.000,64.83,48.67,80.59
1/4/2005 5:00,0.8,-200,-200,-200,-200,97,-200,71,-200,-200,-200,-200,-200.000,65.93,50.14,81.43
1/4/2005 6:00,0.9,-200,-200,-200,-200,182,-200,94,-200,-200,-200,-200,-200.000,66.60,51.35,81.54
1/4/2005 7:00,1.1,-200,-200,-200,-200,262,-200,118,-200,-200,-200,-200,-200.000,65.82,49.92,81.37
1/4/2005 8:00,3.4,-200,-200,-200,-200,561,-200,174,-200,-200,-200,-200,-200.000,62.85,47.20,78.16
1/4/2005 9:00,3.6,-200,-200,-200,-200,540,-200,170,-200,-200,-200,-200,-200.000,57.94,42.19,73.75
1/4/2005 10:00,3.1,-200,-200,-200,-200,480,-200,171,-200,-200,-200,-200,-200.000,52.40,36.30,67.72
1/4/2005 11:00,3.3,-200,-200,-200,-200,608,-200,196,-200,-200,-200,-200,-200.000,47.79,33.31,64.07
1/4/2005 12:00,3.4,-200,-200,-200,-200,584,-200,191,-200,-200,-200,-200,-200.000,44.93,29.05,60.17
1/4/2005 13:00,2.8,-200,-200,-200,-200,426,-200,165,-200,-200,-200,-200,-200.000,43.63,27.60,61.33
1/4/2005 14:00,2.6,-200,-200,-200,-200,397,-200,148,-200,-200,-200,-200,-200.000,43.12,27.12,58.51
1/4/2005 15:00,3,-200,-200,-200,-200,473,-200,172,-200,-200,-200,-200,-200.000,42.99,27.41,58.35
1/4/2005 16:00,2.9,-200,-200,-200,-200,369,-200,165,-200,-200,-200,-200,-200.000,43.47,28.31,59.35
1/4/2005 17:00,3.8,-200,-200,-200,-200,532,-200,184,-200,-200,-200,-200,-200.000,45.10,29.20,60.24
1/4/2005 18:00,3.8,-200,-200,-200,-200,498,-200,173,-200,-200,-200,-200,-200.000,48.00,32.59,63.65
1/4/2005 19:00,3.6,-200,-200,-200,-200,487,-200,174,-200,-200,-200,-200,-200.000,51.55,36.09,67.48
1/4/2005 20:00,4.5,-200,-200,-200,-200,629,-200,181,-200,-200,-200,-200,-200.000,54.84,39.46,71.43
1/4/2005 21:00,3.7,-200,-200,-200,-200,502,-200,166,-200,-200,-200,-200,-200.000,57.30,42.47,72.87
1/4/2005 22:00,2.4,-200,-200,-200,-200,381,-200,150,-200,-200,-200,-200,-200.000,59.06,43.85,74.62
1/4/2005 23:00,1.7,-200,-200,-200,-200,250,-200,131,-200,-200,-200,-200,-200.000,60.59,44.38,74.32
1/5/2005 0:00,1.7,-200,-200,-200,-200,266,-200,129,-200,-200,-200,-200,-200.000,62.21,46.96,78.03
1/5/2005 1:00,1.7,1135,-200,5.6,792,226,727,120,1170,1151,9.5,69.5,0.826,63.78,48.59,80.43
1/5/2005 2:00,1.9,1188,-200,8.1,901,259,657,119,1261,1185,9.1,70.9,0.818,65.04,49.75,80.52
1/5/2005 3:00,2,1242,-200,8.5,921,-200,626,-200,1219,1374,8.1,72.1,0.780,66.01,50.14,82.65
1/5/2005 4:00,2,1219,-200,7.7,889,260,649,111,1186,1405,7.9,72.1,0.768,66.97,52.42,82.46
1/5/2005 5:00,1.7,1187,-200,6.8,850,242,653,109,1169,1383,7.6,72.7,0.760,68.02,51.57,83.10
1/5/2005 6:00,1.8,1225,-200,8.1,904,267,644,110,1194,1460,7.5,71.7,0.744,68.62,53.51,82.75
1/5/2005 7:00,2.2,1333,-200,11.1,1019,411,576,126,1275,1612,7.9,70.6,0.756,67.76,51.34,82.96
1/5/2005 8:00,3.7,1489,-200,16.4,1193,670,497,148,1475,1776,8.6,69,0.773,64.70,48.89,78.97
1/5/2005 9:00,4.8,1596,-200,21.6,1341,830,436,162,1672,1991,9.1,67.5,0.783,59.69,43.11,74.71
1/5/2005 10:00,4.8,1585,-200,19.3,1277,845,456,173,1567,1944,9.8,65.8,0.797,54.04,38.10,69.69
1/5/2005 11:00,5.2,1674,-200,22.9,1376,992,438,198,1643,2098,11.2,61.9,0.823,49.30,34.99,65.27
1/5/2005 12:00,5.9,1741,-200,25.3,1438,1130,416,219,1741,2159,12.8,60.1,0.882,46.33,30.00,61.33
1/5/2005 13:00,5.9,1680,-200,25.2,1434,977,417,206,1790,2005,13.4,62.4,0.951,44.89,29.53,60.03
1/5/2005 14:00,3.1,1295,-200,13.2,1090,459,553,155,1479,1441,14.3,61.2,0.994,44.25,28.34,60.05
1/5/2005 15:00,2.6,1288,-200,13.9,1112,346,560,150,1492,1380,14.6,59.6,0.982,43.99,28.60,58.95
1/5/2005 16:00,2.8,1281,-200,13.8,1111,383,553,148,1483,1409,14.2,60,0.968,44.34,28.49,59.10
1/5/2005 17:00,2.8,1310,-200,13.5,1099,414,559,158,1481,1445,13.8,62.6,0.986,45.84,30.30,60.77
1/5/2005 18:00,2.8,1276,-200,13.5,1099,370,559,152,1504,1388,13.6,64,0.989,48.60,33.81,64.96
1/5/2005 19:00,3.1,1312,-200,15,1148,400,532,148,1525,1411,13.4,64.5,0.987,52.03,36.39,68.30
1/5/2005 20:00,3.3,1332,-200,14.9,1146,378,539,147,1523,1377,13.5,64.7,0.997,55.20,39.92,72.13
1/5/2005 21:00,2.7,1248,-200,11.9,1046,357,588,144,1404,1316,13.4,65.3,0.997,57.55,41.43,71.99
1/5/2005 22:00,2.3,1182,-200,9.2,947,333,643,144,1334,1210,13.2,64.5,0.973,59.20,43.53,74.06
1/5/2005 23:00,1.6,1059,-200,6,810,227,764,126,1200,1002,13.2,62.3,0.939,60.64,44.24,75.84
1/6/2005 0:00,1.6,1056,-200,5.6,795,203,783,115,1187,896,12.5,63.7,0.920,62.17,45.48,77.67
1/6/2005 1:00,1.7,1064,-200,5.4,785,210,769,116,1184,946,12.3,64.6,0.923,63.67,47.44,79.96
1/6/2005 2:00,1.6,1059,-200,5.4,783,198,781,112,1188,877,12.5,63.8,0.924,64.87,48.24,80.05
1/6/2005 3:00,1.4,991,-200,3.5,681,-200,874,-200,1125,718,12.6,62.7,0.912,65.78,50.04,81.10
1/6/2005 4:00,-200,950,-200,2.5,622,89,960,67,1093,643,12,64.6,0.906,66.70,50.91,82.55
1/6/2005 5:00,0.9,1005,-200,3.4,679,89,875,67,1120,745,10.7,69.5,0.892,67.71,52.74,83.37
1/6/2005 6:00,0.8,939,-200,1.8,568,101,1037,72,1054,656,12.4,62.6,0.899,68.29,52.98,83.58
1/6/2005 7:00,0.7,961,-200,2.6,629,104,1011,69,1114,682,12.3,62.7,0.895,67.43,52.61,83.06
1/6/2005 8:00,1.1,1017,-200,4,712,192,827,107,1147,829,11.4,66.6,0.895,64.36,48.16,79.67
1/6/2005 9:00,1.5,1108,-200,6.2,823,237,720,117,1247,961,11.1,70.2,0.928,59.36,43.31,73.95
1/6/2005 10:00,1.5,1122,-200,5.8,803,211,733,115,1225,960,13.4,61,0.935,53.73,37.60,69.99
1/6/2005 11:00,1.6,1099,-200,6.3,826,230,739,120,1223,940,15.9,52.2,0.938,49.03,33.18,64.45
1/6/2005 12:00,1.6,1124,-200,5.9,805,240,726,128,1233,938,15.6,54,0.952,46.09,29.48,61.81
1/6/2005 13:00,2,1186,-200,8.5,921,295,660,138,1310,1040,16.3,51.5,0.946,44.70,30.44,59.86
1/6/2005 14:00,1.7,1096,-200,6.2,819,243,733,127,1238,904,16.5,50.8,0.944,44.11,29.17,60.06
1/6/2005 15:00,1.5,1120,-200,6.4,829,196,725,111,1259,910,16.3,51.9,0.954,43.89,28.05,58.40
1/6/2005 16:00,2,1185,-200,7.9,893,237,666,122,1312,1011,16.2,53,0.969,44.30,29.01,59.03
1/6/2005 17:00,1.9,1173,-200,7.7,885,274,685,134,1288,1038,15.6,54.8,0.966,45.86,31.03,60.76
1/6/2005 18:00,2.1,1221,-200,8.9,935,352,642,153,1323,1144,14.5,57.5,0.944,48.69,33.32,64.38
1/6/2005 19:00,2.8,1330,-200,12.4,1063,488,578,169,1419,1352,14,60.1,0.957,52.18,36.88,67.35
1/6/2005 20:00,2.7,1325,-200,11.3,1027,426,591,162,1394,1365,13.5,63,0.969,55.40,41.14,71.96
1/6/2005 21:00,2.4,1195,-200,8.4,915,376,666,152,1295,1245,12.6,65.4,0.953,57.81,42.72,72.93
1/6/2005 22:00,1.6,1150,-200,7.3,869,237,694,127,1252,1203,12,67.5,0.941,59.51,43.41,74.41
1/6/2005 23:00,1.7,1145,-200,5.9,806,199,736,112,1207,1120,10.5,72,0.912,60.99,45.03,76.68
1/7/2005 0:00,1.3,1041,-200,4.3,729,164,819,98,1130,972,10,70.9,0.871,62.56,48.01,77.08
1/7/2005 1:00,1.4,1032,-200,3.6,687,142,867,89,1109,878,9.8,70.7,0.857,64.09,48.00,80.00
1/7/2005 2:00,1.2,1010,-200,3.1,661,142,881,82,1100,853,8,75,0.810,65.31,50.41,81.40
1/7/2005 3:00,1,951,-200,2.5,620,-200,938,-200,1077,779,7.9,75.1,0.805,66.24,50.23,81.65
1/7/2005 4:00,1,944,-200,2.5,617,127,944,77,1039,766,7,77.3,0.778,67.16,51.89,82.95
1/7/2005 5:00,0.6,862,-200,1.4,540,73,1110,55,999,670,7.2,74.4,0.758,68.18,51.95,83.35
1/7/2005 6:00,0.7,909,-200,1.8,567,100,1049,63,993,694,6.7,75,0.742,68.75,54.35,84.51
1/7/2005 7:00,1,965,-200,3.1,659,126,973,69,1059,739,6.4,76.3,0.739,67.86,51.31,83.09
1/7/2005 8:00,1.7,1102,-200,7.6,884,284,719,99,1218,940,6,78.5,0.738,64.76,50.15,80.07
1/7/2005 9:00,3,1226,-200,15.3,1157,419,552,125,1464,1201,6.3,77.4,0.745,59.72,44.12,75.47
1/7/2005 10:00,2.4,1132,-200,9.3,950,432,659,123,1253,1106,7.7,73.8,0.777,54.04,38.16,68.37
1/7/2005 11:00,2.2,1183,-200,11,1013,310,632,128,1306,1186,10.2,61.5,0.764,49.27,33.91,64.15
1/7/2005 12:00,2.6,1211,-200,10.6,998,446,605,149,1298,1302,11.3,58.1,0.774,46.26,31.42,61.62
1/7/2005 13:00,2.5,1253,-200,11.4,1030,464,590,137,1351,1368,10.6,62.3,0.798,44.79,29.02,60.80
1/7/2005 14:00,3,1311,-200,13.1,1088,505,563,147,1402,1452,11.1,62,0.820,44.12,29.00,59.34
1/7/2005 15:00,3.3,1341,-200,14.8,1142,564,536,168,1454,1537,12.6,57.7,0.839,43.82,28.66,60.18
1/7/2005 16:00,3.8,1432,-200,16.5,1195,625,509,180,1513,1651,13.3,56.2,0.855,44.13,28.78,60.00
1/7/2005 17:00,3.6,1404,-200,16.5,1195,590,499,170,1501,1623,11.2,65.3,0.864,45.59,28.65,60.98
1/7/2005 18:00,5,1493,-200,21.5,1337,712,466,180,1638,1742,8.8,74.6,0.843,48.32,33.15,64.74
1/7/2005 19:00,5.7,1478,-200,22.2,1357,723,473,178,1652,1639,7.2,78.5,0.803,51.70,37.04,66.85
1/7/2005 20:00,5,1411,-200,20.5,1311,707,487,159,1589,1537,6.5,80,0.779,54.82,39.71,70.38
1/7/2005 21:00,4.8,1387,-200,17.7,1231,737,523,156,1487,1463,5.8,83.8,0.777,57.13,41.40,72.44
1/7/2005 22:00,3.9,1306,-200,15.4,1161,646,557,146,1407,1379,5.5,83.5,0.762,58.73,42.73,74.52
1/7/2005 23:00,3.3,1232,-200,11.6,1035,536,623,132,1296,1256,5.8,81.3,0.757,60.11,44.23,76.36
1/8/2005 0:00,3.4,1277,-200,13,1085,567,589,137,1329,1344,5.4,82.6,0.750,61.59,46.53,75.49
1/8/2005 1:00,2.4,1063,-200,6.7,843,357,762,114,1125,1089,6.4,76.3,0.737,63.03,47.58,78.79
1/8/2005 2:00,1.4,991,-200,4.6,744,187,863,95,1069,949,7,73.6,0.742,64.17,48.47,79.62
1/8/2005 3:00,1.4,989,-200,3.8,701,-200,871,-200,1049,933,7.2,72.3,0.739,65.02,49.99,79.98
1/8/2005 4:00,1.2,972,-200,3.4,674,169,926,88,1032,882,7.9,69.3,0.741,65.88,50.27,80.61
1/8/2005 5:00,1.2,973,-200,3.4,675,184,903,94,1029,905,7.4,71.7,0.743,66.84,51.53,81.45
1/8/2005 6:00,1.2,985,-200,3.6,691,205,878,97,1056,902,7.7,71.9,0.758,67.37,51.67,83.08
1/8/2005 7:00,1.3,1020,-200,4.5,736,213,854,93,1069,923,8.1,68,0.740,66.44,52.63,81.52
1/8/2005 8:00,2.3,1192,-200,10,978,415,638,113,1273,1210,6.7,77.1,0.760,63.32,48.06,78.90
1/8/2005 9:00,3.4,1325,-200,14.7,1140,583,542,126,1403,1468,6.8,77.9,0.776,58.27,42.70,74.54
1/8/2005 10:00,3,1219,-200,11.3,1026,462,604,133,1311,1329,8.9,66.7,0.763,52.58,36.58,68.28
1/8/2005 11:00,2.5,1195,-200,10.4,992,387,632,141,1251,1295,11.6,54.1,0.739,47.83,32.53,63.87
1/8/2005 12:00,2.7,1230,-200,11.2,1020,414,605,139,1301,1365,13.5,49.4,0.760,44.84,29.83,59.54
1/8/2005 13:00,2.8,1312,-200,13.1,1087,440,567,147,1393,1452,13.8,50.9,0.796,43.40,28.64,58.77
1/8/2005 14:00,3.6,1387,-200,14.3,1127,516,530,175,1430,1615,13.4,55.9,0.859,42.78,28.19,60.18
1/8/2005 15:00,3.1,1375,-200,12.8,1076,495,555,180,1377,1599,12.9,59,0.874,42.53,26.80,56.81
1/8/2005 16:00,4.3,1532,-200,18.9,1265,643,482,194,1578,1777,13.3,59,0.895,42.90,27.35,57.96
1/8/2005 17:00,4.6,1531,-200,17.9,1235,725,484,192,1541,1742,13,61.9,0.922,44.43,28.76,60.22
1/8/2005 18:00,4.3,1479,-200,16.5,1196,683,498,188,1511,1739,12.5,63.6,0.919,47.23,31.66,63.91
1/8/2005 19:00,4.3,1521,-200,16.9,1208,681,497,179,1549,1770,12.2,65.8,0.931,50.70,35.87,66.04
1/8/2005 20:00,5.5,1616,-200,22.4,1363,833,442,196,1701,1918,12.6,65.2,0.947,53.91,39.89,69.27
1/8/2005 21:00,3.4,1371,-200,13.6,1105,514,553,169,1429,1581,13.3,63.6,0.968,56.31,41.73,72.53
1/8/2005 22:00,2.4,1198,-200,9.1,943,371,647,151,1307,1291,13.5,62.6,0.964,58.00,42.12,74.11
1/8/2005 23:00,1.6,1102,-200,6,813,213,764,123,1204,1000,14.1,59.6,0.956,59.49,43.47,74.54
1/9/2005 0:00,1.7,1120,-200,6.3,826,242,750,127,1222,974,14,61.4,0.977,61.06,46.05,77.07
1/9/2005 1:00,1.6,1093,-200,5.5,789,241,771,127,1206,949,13.5,63.4,0.976,62.60,48.90,78.90
1/9/2005 2:00,1.3,1112,-200,5.6,791,218,764,118,1216,934,13.2,64.2,0.971,63.83,47.38,80.37
1/9/2005 3:00,0.8,986,-200,3.4,674,-200,883,-200,1137,730,13.6,62.2,0.964,64.78,49.36,79.96
1/9/2005 4:00,-200,934,-200,2.3,609,70,976,55,1094,581,13.7,61.1,0.954,65.72,50.73,80.06
1/9/2005 5:00,0.6,919,-200,1.8,571,54,1017,44,1082,521,13.5,63.8,0.980,66.75,50.98,82.91
1/9/2005 6:00,0.6,929,-200,1.6,556,60,1035,46,1094,575,12.5,67.3,0.974,67.35,51.62,82.47
1/9/2005 7:00,0.5,919,-200,1.6,552,55,1063,46,1080,522,13.2,64.2,0.966,66.49,49.81,82.47
1/9/2005 8:00,0.6,944,-200,2,586,93,977,61,1090,586,13.1,63.4,0.954,63.42,47.43,79.63
1/9/2005 9:00,0.7,943,-200,1.9,580,81,980,60,1074,566,13.8,60.5,0.953,58.40,43.53,73.67
1/9/2005 10:00,0.9,1036,-200,3.5,683,109,846,71,1144,693,13.7,60.4,0.939,52.75,36.84,68.92
1/9/2005 11:00,1.5,1168,-200,5.7,797,251,698,111,1235,1022,14,59.7,0.950,48.02,32.69,63.06
1/9/2005 12:00,1.9,1232,-200,8.1,903,284,626,127,1313,1152,15,56.2,0.954,45.04,29.21,60.29
1/9/2005 13:00,1.9,1236,-200,8.1,901,262,628,128,1311,1108,16.9,50.9,0.971,43.60,29.17,60.26
1/9/2005 14:00,2.2,1278,-200,12.6,1070,256,557,142,1479,1110,16.6,52.4,0.981,42.95,28.18,57.89
1/9/2005 15:00,3.8,1369,-200,18.1,1242,310,476,145,1669,1306,16.4,53.2,0.983,42.67,26.92,58.35
1/9/2005 16:00,2,1182,-200,8.7,929,269,648,145,1324,1029,16.1,52.8,0.958,43.00,28.54,59.12
1/9/2005 17:00,2.2,1210,-200,8.8,933,348,648,156,1327,1094,15.7,54.4,0.962,44.48,28.58,59.59
1/9/2005 18:00,3.3,1316,-200,14.1,1121,396,548,154,1488,1282,15.4,55.3,0.962,47.22,31.20,61.65
1/9/2005 19:00,2.7,1221,-200,9.3,952,432,641,165,1334,1147,15.2,54.7,0.936,50.62,34.67,66.00
1/9/2005 20:00,2.6,1260,-200,11.6,1034,419,588,153,1402,1208,14.7,56.6,0.939,53.75,37.89,69.34
1/9/2005 21:00,2.5,1231,-200,9.6,962,412,625,151,1348,1192,14.4,58.2,0.950,56.05,39.77,71.61
1/9/2005 22:00,1.5,1115,-200,5.8,804,223,734,131,1220,1136,14.3,59.2,0.961,57.65,42.65,72.09
1/9/2005 23:00,1.9,1180,-200,7.5,877,242,680,128,1297,1131,14,60.4,0.962,59.03,44.80,74.83
1/10/2005 0:00,2,1174,-200,7.4,873,288,672,137,1300,1071,13.7,63.6,0.991,60.49,44.71,76.77
1/10/2005 1:00,1.7,1178,-200,7.4,876,209,666,119,1319,1059,13.1,68.7,1.033,61.92,46.87,78.11
